"","budget","id","original_language","popularity","production_companies","production_countries","release_date","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2"
"3570",5000000,227348,"en",19.984477,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Solana Films"", ""id"": 21223}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-01,86362372,84,"Released","Paranormal Activity: The Marked Ones",5.2,449,"Horror","Thriller"
"3571",5000000,1955,"en",30.271066,"[{""name"": ""Brooksfilms"", ""id"": 5612}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-10-02,26010864,124,"Released","The Elephant Man",7.9,719,"Drama","History"
"3572",5000000,152532,"en",59.454473,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Truth Entertainment"", ""id"": 19631}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-07,55198285,117,"Released","Dallas Buyers Club",7.9,2886,"Drama","History"
"3573",3300000,243940,"en",20.304235,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Chapter One Films"", ""id"": 55265}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-29,64110728,83,"Released","The Lazarus Effect",5.1,505,"Thriller","Horror"
"3574",9000000,77,"en",60.715151,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""I Remember Productions"", ""id"": 34446}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-11,39723096,113,"Released","Memento",8.1,4028,"Mystery","Thriller"
"3575",5000000,157547,"en",35.871248,"[{""name"": ""Intrepid Pictures"", ""id"": 1224}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""MICA Entertainment"", ""id"": 24510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-08,44030246,104,"Released","Oculus",6.3,1050,"Horror",NA
"3576",5000000,2295,"en",18.077963,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""View Askew Productions"", ""id"": 16934}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-25,26888376,97,"Released","Clerks II",6.9,398,"Comedy",NA
"3577",5000000,71,"en",20.428237,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Tiger Aspect Productions"", ""id"": 686}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""WT2 Productions"", ""id"": 10462}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2000-05-18,1.1e+08,110,"Released","Billy Elliot",7.4,750,"Drama","Comedy"
"3578",4600000,147773,"en",32.14444,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""Sycamore Pictures"", ""id"": 14319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-06,23198652,103,"Released","The Way Way Back",7.1,688,"Comedy","Drama"
"3579",0,16096,"en",3.673566,"[]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-10-23,0,94,"Released","House Party 2",4.7,21,"Comedy",NA
"3580",3500000,24266,"en",3.656491,"[{""name"": ""Cambridge Productions"", ""id"": 4293}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",1982-03-02,20659423,104,"Released","The Man from Snowy River",6.8,37,"Family","Drama"
"3581",0,16508,"en",1.88484,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-26,0,77,"Released","Doug's 1st Movie",5.4,22,"Animation","Family"
"3582",5000000,2895,"en",4.227807,"[{""name"": ""Butcher's Run Productions"", ""id"": 1257}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-10-09,0,134,"Released","The Apostle",6.1,38,"Drama",NA
"3583",0,15660,"en",3.102862,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-09-18,0,129,"Released","Mommie Dearest",6.5,54,"Drama",NA
"3584",10000000,59968,"en",15.688439,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Big Beach Films"", ""id"": 12808}, {""name"": ""Yuk Films"", ""id"": 19749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-26,17273593,90,"Released","Our Idiot Brother",5.9,365,"Comedy","Drama"
"3585",5000000,323677,"en",22.9951,"[{""name"": ""Forecast Pictures"", ""id"": 12686}, {""name"": ""Solofilms"", ""id"": 50083}, {""name"": ""JoBro Productions & Film Finance"", ""id"": 50084}, {""name"": ""Trinity Race"", ""id"": 78218}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2016-02-19,24804129,134,"Released","Race",7.1,478,"Action","Drama"
"3586",0,19848,"en",5.769822,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-04-08,0,104,"Released","The Players Club",6.4,14,"Drama",NA
"3587",5000000,256274,"en",26.510558,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Brothers Dowdle Productions"", ""id"": 66930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-14,40100000,93,"Released","As Above, So Below",6.1,766,"Horror","Thriller"
"3588",0,235271,"en",7.544515,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Codeblack Entertainment"", ""id"": 35327}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-10,0,105,"Released","Addicted",5.4,63,"Drama","Thriller"
"3589",0,45153,"en",1.126941,"[]","[]",1997-09-07,0,109,"Released","Eve's Bayou",6.1,27,"Drama",NA
"3590",5000000,284293,"en",35.307577,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Big Indie Pictures"", ""id"": 6831}, {""name"": ""Backup Media"", ""id"": 26590}, {""name"": ""BSM Studio"", ""id"": 28361}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-05,43884652,99,"Released","Still Alice",7.5,1104,"Drama",NA
"3591",5000000,24973,"en",4.079111,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1954-08-25,1.5e+07,139,"Released","The Egyptian",6,11,"History","Drama"
"3592",5000000,21610,"en",7.058868,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Martin Poll Productions"", ""id"": 3986}, {""name"": ""The Production Company"", ""id"": 3987}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-03-17,19905359,99,"Released","Nighthawks",6.4,86,"Action","Crime"
"3593",5000000,10283,"en",12.904615,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Horror Inc."", ""id"": 62948}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-07-28,1.4e+07,100,"Released","Friday the 13th Part VIII: Jason Takes Manhattan",4.8,191,"Horror","Thriller"
"3594",5000000,8346,"en",18.115566,"[{""name"": ""Home Box Office (HBO)"", ""id"": 3268}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Ontario Film Development Corporation"", ""id"": 22210}, {""name"": ""MPH Entertainment Productions"", ""id"": 95018}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-22,368744044,95,"Released","My Big Fat Greek Wedding",6.2,671,"Comedy","Drama"
"3595",5000000,122081,"en",62.554173,"[{""name"": ""RabbitBandini Productions"", ""id"": 8924}, {""name"": ""Division Films"", ""id"": 14036}, {""name"": ""Pop Films"", ""id"": 14531}, {""name"": ""Radar Pictures"", ""id"": 14718}, {""name"": ""Muse Productions"", ""id"": 15231}, {""name"": ""MJZ"", ""id"": 17719}, {""name"": ""O' Salvation"", ""id"": 26676}, {""name"": ""Iconoclast"", ""id"": 78780}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-24,31724284,94,"Released","Spring Breakers",5,1551,"Drama","Crime"
"3596",5000000,10987,"en",9.483717,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-09-29,15116634,88,"Released","Halloween: The Curse of Michael Myers",5,170,"Horror","Thriller"
"3597",5000000,1391,"es",16.890285,"[{""name"": ""B\u00e9same Mucho Pictures"", ""id"": 1101}, {""name"": ""Producciones Anhelo"", ""id"": 1102}, {""name"": ""The Criterion Collection"", ""id"": 10932}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2001-06-08,33616692,106,"Released","Y Tu Mamá También",7.3,315,"Drama","Romance"
"3598",4000000,747,"en",49.12486,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""WT2 Productions"", ""id"": 10462}, {""name"": ""De Wolfe Music"", ""id"": 53047}, {""name"": ""Inside Track 2"", ""id"": 53048}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2004-04-09,30039392,99,"Released","Shaun of the Dead",7.5,2420,"Horror","Comedy"
"3599",0,14745,"en",8.309894,"[{""name"": ""Freestyle Releasing"", ""id"": 4616}, {""name"": ""Liddell Entertainment"", ""id"": 8533}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-31,0,82,"Released","The Haunting of Molly Hartley",4.3,48,"Drama","Horror"
"3600",5000000,26748,"en",5.960149,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Rio Dulce"", ""id"": 11948}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-21,13269963,135,"Released","Lone Star",6.9,77,"Drama","Mystery"
"3601",5000000,11357,"en",9.302349,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-10-21,17768757,88,"Released","Halloween 4: The Return of Michael Myers",5.9,209,"Horror","Thriller"
"3602",5000000,24913,"en",8.190888,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Hometown Films"", ""id"": 52760}, {""name"": ""YCTM"", ""id"": 77507}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-03-27,0,89,"Released","April Fool's Day",5.8,73,"Horror","Mystery"
"3603",0,13776,"en",5.87193,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-04-02,0,110,"Released","Diner",6.9,83,"Comedy","Drama"
"3604",5000000,14854,"en",8.452666,"[{""name"": ""1818"", ""id"": 21468}, {""name"": ""Lone Wolf McQuade Associates"", ""id"": 21469}, {""name"": ""Topkick Productions"", ""id"": 21470}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-04-14,12232628,107,"Released","Lone Wolf McQuade",5.5,67,"Action","Crime"
"3605",5000000,50357,"en",17.028252,"[{""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Bekmambetov Projects Ltd."", ""id"": 24923}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-07-20,25562924,86,"Released","Apollo 18",5,356,"Horror","Thriller"
"3606",5000000,13090,"en",19.336367,"[{""name"": ""Back Lot Pictures"", ""id"": 7374}, {""name"": ""Overture Films"", ""id"": 12807}, {""name"": ""Big Beach Films"", ""id"": 12808}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-18,16174377,102,"Released","Sunshine Cleaning",6.5,255,"Comedy","Drama"
"3607",5000000,192141,"en",38.006982,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Brothers Dowdle Productions"", ""id"": 66930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-26,54418872,103,"Released","No Escape",6.7,777,"Action","Thriller"
"3608",0,16441,"en",6.377523,"[{""name"": ""Antares Produzione Cinematografica"", ""id"": 4950}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-08-20,14056528,118,"Released","The Beastmaster",6,97,"Action","Fantasy"
"3609",5000000,29996,"en",0.835617,"[{""name"": ""Edward Small Productions"", ""id"": 13479}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1959-12-25,12200000,139,"Released","Solomon and Sheba",5.4,8,"Drama","History"
"3610",20000000,351819,"en",14.947588,"[{""name"": ""Open Road Films (II)"", ""id"": 16313}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-28,21164799,92,"Released","Fifty Shades of Black",4.3,331,"Romance","Comedy"
"3611",0,14834,"en",5.1299,"[]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-09,0,99,"Released","Not Easily Broken",6.3,9,"Drama","Romance"
"3612",4,22649,"en",1.199451,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1932-12-08,25,89,"Released","A Farewell to Arms",6.2,28,"Drama","Romance"
"3613",0,378200,"en",3.810827,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Jorva Entertainment Productions"", ""id"": 72634}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-11,0,96,"Released","The Perfect Match",5.2,42,"Comedy","Romance"
"3614",5500000,20455,"en",3.7387,"[{""name"": ""Saban Entertainment"", ""id"": 2106}, {""name"": ""Toei"", ""id"": 5822}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-17,0,82,"Released","Digimon: The Movie",6.2,72,"Fantasy","Animation"
"3615",0,13193,"en",9.85123,"[]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-21,0,92,"Released","Saved!",6.3,147,"Comedy","Drama"
"3616",8000000,11042,"fr",3.03091,"[{""name"": ""Pyramide Productions"", ""id"": 186}, {""name"": ""Cin\u00e9maginaire Inc."", ""id"": 280}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""Astral Films"", ""id"": 4042}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Soci\u00e9t\u00e9 Radio-Canada"", ""id"": 9115}, {""name"": ""Soci\u00e9t\u00e9 de D\u00e9veloppement des Entreprises Culturelles (SODEC)"", ""id"": 9116}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2003-05-21,3432342,99,"Released","The Barbarian Invasions",6.7,77,"Comedy","Crime"
"3617",0,10786,"en",3.199904,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Rastar Pictures"", ""id"": 2070}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-03-11,0,106,"Released","Robin and Marian",6.6,50,"Action","Adventure"
"3618",5000000,12484,"en",2.739307,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""Egmont Film"", ""id"": 9365}, {""name"": ""Columbia TriStar Home Entertainment"", ""id"": 10202}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-27,0,90,"Released","The Forsaken",4.9,47,"Action","Adventure"
"3619",5000000,17339,"en",5.348446,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1978-11-01,7230000,118,"Released","Force 10 from Navarone",6.4,91,"Action","Adventure"
"3620",5000000,11959,"en",4.070044,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Cinecorp"", ""id"": 19029}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-07-21,0,97,"Released","UHF",6.7,89,"Comedy",NA
"3621",0,9900,"en",9.974681,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-06,6538177,94,"Released","Grandma's Boy",6.6,220,"Comedy",NA
"3622",5000000,14662,"en",6.308298,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-08-14,0,91,"Released","Slums of Beverly Hills",6.5,44,"Comedy","Drama"
"3623",5000000,335,"it",49.333137,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rafran Cinematografica"", ""id"": 218}, {""name"": ""Finanzia San Marco"", ""id"": 11386}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1968-12-21,5321508,175,"Released","Once Upon a Time in the West",8.1,1128,"Western",NA
"3624",5000000,15745,"en",4.149628,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-13,5476060,94,"Released","Made",6.3,55,"Action","Comedy"
"3625",5000000,17431,"en",46.114184,"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-06-12,9760104,97,"Released","Moon",7.6,1794,"Science Fiction","Drama"
"3626",0,21014,"en",3.562563,"[]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-12,0,90,"Released","Keeping Up with the Steins",5.2,18,"Comedy",NA
"3627",5000000,78394,"en",4.498368,"[{""name"": ""N3D Land Productions"", ""id"": 29943}, {""name"": ""Mantello Brothers Productions"", ""id"": 54610}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-05-14,4074023,41,"Released","Sea Rex 3D: Journey to a Prehistoric World",5.9,11,"Documentary",NA
"3628",5000000,10217,"en",7.673124,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Alliance Communications"", ""id"": 579}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1997-05-14,3263585,112,"Released","The Sweet Hereafter",6.8,103,"Drama",NA
"3629",4000000,46332,"fr",4.992475,"[{""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Armada Films"", ""id"": 7453}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""Cin\u00e9mage 4"", ""id"": 7455}, {""name"": ""Cofinova 6"", ""id"": 7456}, {""name"": ""Soficin\u00e9ma 6"", ""id"": 7457}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-05-18,41424067,120,"Released","Of Gods and Men",6.5,91,"Drama","History"
"3630",5000000,13996,"en",6.174435,"[{""name"": ""Zininsa Film Production"", ""id"": 7653}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-06,4040588,110,"Released","Bottle Shock",6.6,60,"Comedy","Drama"
"3631",0,3028,"en",0.805312,"[]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-11-10,0,87,"Released","Jekyll and Hyde ... Together Again",4.6,5,"Comedy","Horror"
"3632",5000000,1024,"en",8.753409,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""New Zealand Film Commission"", ""id"": 294}, {""name"": ""Fontana Productions"", ""id"": 2306}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",1994-09-02,3049135,99,"Released","Heavenly Creatures",7,294,"Drama","Fantasy"
"3633",5000000,343795,"en",3.943706,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Giving Films"", ""id"": 68117}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-11,4842699,121,"Released","90 Minutes in Heaven",5.4,40,"Drama",NA
"3634",5000000,45658,"en",9.169411,"[{""name"": ""Birdsong Pictures"", ""id"": 7436}, {""name"": ""IM Global"", ""id"": 7437}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-15,2614773,97,"Released","Everything Must Go",6,208,"Comedy","Drama"
"3635",5000000,16148,"en",2.732031,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Manifest Film Company"", ""id"": 20719}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-01-30,1980338,116,"Released","Zero Effect",6,55,"Comedy","Crime"
"3636",5000000,4553,"en",35.252056,"[{""name"": ""Filmax Entertainment"", ""id"": 7302}, {""name"": ""Castelao Producciones"", ""id"": 7956}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""ICF"", ""id"": 52107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2004-02-09,8203235,101,"Released","The Machinist",7.3,1247,"Thriller","Drama"
"3637",5000000,36351,"en",6.063868,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Carolco Pictures"", ""id"": 14723}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-08-21,0,103,"Released","Light Sleeper",5.7,15,"Drama","Crime"
"3638",5000000,245916,"en",21.343093,"[{""name"": ""The Combine"", ""id"": 27450}, {""name"": ""Bluegrass Films"", ""id"": 27451}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-09,2450846,112,"Released","Kill the Messenger",6.6,355,"Thriller","Crime"
"3639",5000000,27585,"en",10.095184,"[{""name"": ""Olympus Pictures"", ""id"": 7400}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-16,5129058,91,"Released","Rabbit Hole",6.9,165,"Drama",NA
"3640",5000000,1415,"en",4.129165,"[{""name"": ""ContentFilm"", ""id"": 1420}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-05,742898,98,"Released","Party Monster",5.9,58,"Comedy","Drama"
"3641",5000000,313922,"en",30.001024,"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Broad Green Pictures"", ""id"": 49389}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-15,3220371,95,"Released","Green Room",6.7,683,"Horror","Crime"
"3642",5000000,14474,"en",6.759235,"[{""name"": ""Cold Iron Pictures"", ""id"": 3916}, {""name"": ""Ambush Entertainment"", ""id"": 14406}, {""name"": ""AV Club, The"", ""id"": 37726}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-30,0,88,"Released","The Oh in Ohio",5.8,27,"Comedy","Drama"
"3643",5000000,199933,"en",1.731035,"[{""name"": ""Atlas 3 Productions"", ""id"": 67480}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-12,846704,99,"Released","Atlas Shrugged Part III: Who is John Galt?",3.9,15,"Drama","Science Fiction"
"3644",7000000,13685,"en",11.700578,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-02-21,560069,91,"Released","Bottle Rocket",6.8,281,"Comedy","Crime"
"3645",6000000,8744,"en",2.388683,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Albino Alligator Productions"", ""id"": 2533}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-09-09,0,97,"Released","Albino Alligator",5.6,45,"Crime","Drama"
"3646",0,38428,"hi",0.080704,"[]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2007-08-03,0,136,"Released","Gandhi, My Father",6,2,"Drama","Foreign"
"3647",0,8847,"en",0.888986,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-12,0,117,"Released","Standard Operating Procedure",6.6,14,"Documentary",NA
"3648",0,39269,"en",0.679351,"[{""name"": ""Robson Street"", ""id"": 71953}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1980-05-01,0,94,"Released","Out of the Blue",6.5,17,"Drama",NA
"3649",5000000,46838,"en",19.940245,"[{""name"": ""Eden Rock Media"", ""id"": 2273}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-22,5476793,89,"Released","Tucker and Dale vs Evil",7.3,847,"Comedy","Horror"
"3650",0,51384,"en",1.286991,"[]","[]",2008-01-01,0,92,"Released","Lovely, Still",6.2,13,"Drama","Romance"
"3651",0,56930,"en",0.042442,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1947-12-27,0,128,"Released","Tycoon",6.6,4,"Action","Drama"
"3652",0,41730,"en",1.116206,"[{""name"": ""Ignite Entertainment"", ""id"": 15460}, {""name"": ""HSX Films"", ""id"": 15461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-06,0,90,"Released","Desert Blue",5.5,9,"Comedy","Drama"
"3653",5000000,18442,"en",3.05434,"[]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2004-02-27,0,95,"Released","Decoys",4.7,33,"Horror","Science Fiction"
