"","budget","popularity","revenue","runtime","vote_average","vote_count","genre_1","genre_2","release_month"
"3935",2962051,3.636634,3011195,108,6.6,94,"Drama","History","8"
"3936",100501314.3,15.492257,4069826,86,7.2,345,"Comedy","Drama","5"
"3937",3e+06,2.504169,9879971,94,6.9,94,"Crime","Drama","8"
"3938",3e+06,10.757539,2807390,139,7.4,194,"Comedy","Drama","10"
"3939",70279909.65,1.580027,NA,89,6.1,4,"Comedy","Documentary","4"
"3940",2800000,15.754614,1826705,102,5.1,366,"Comedy","Horror","9"
"3942",99044209.67,3.644872,NA,110,6.5,37,"Action","Drama","4"
"3943",3e+06,16.900433,748453,86,5.7,211,"Action","Comedy","5"
"3944",3e+06,1.569246,NA,101,5.2,17,"Action","Comedy","3"
"3945",3e+06,4.682881,NA,110,6.5,95,"Comedy","Drama","8"
"3946",56325752.13,1.128559,NA,87,5.8,12,"TV Movie","Action","10"
"3947",3e+06,12.68672,2357852,123,6.9,250,"Drama","NA","5"
"3948",58407793.62,3.750338,NA,99,5.6,67,"Comedy","Romance","4"
"3949",7e+07,2.857848,NA,176,4,21,"Horror","Science Fiction","5"
"3950",3e+06,20.95282,11947954,87,5.3,444,"Comedy","Romance","8"
"3951",63706245.38,0.18094,NA,120,3.7,3,"Drama","Music","4"
"3952",30398968.76,1.75311,NA,94,5.2,34,"Comedy","NA","3"
"3953",2700000,3.120747,NA,98,6.7,59,"Comedy","Drama","9"
"3954",30941045.36,0.384496,NA,0,6.3,2,"War","Drama","1"
"3955",89640400.29,2.504156,NA,96,3.9,37,"Horror","Thriller","10"
"3956",3e+06,0.431332,NA,97,5.8,5,"Drama","Comedy","10"
"3957",3e+06,11.882563,22000,112,5.7,197,"Science Fiction","NA","3"
"3958",39280259.47,9.342465,NA,88,6.1,15,"Drama","Horror","4"
"3959",3e+06,12.564554,3387000,83,4.9,148,"Thriller","Horror","2"
"3960",55454084.5,0.68822,NA,80,3,5,"Comedy","NA","3"
"3961",91095245.8,0.194848,NA,90,0,0,"Comedy","Family","6"
"3962",52793068.73,2.015525,NA,96,5.4,32,"Drama","NA","9"
"3963",3e+06,2.680629,NA,85,5.2,18,"Action","Drama","4"
"3964",42098534.09,12.036888,NA,84,5.3,171,"Comedy","NA","6"
"3965",97267231.43,1.737032,NA,80,2.9,28,"Comedy","NA","1"
"3966",3e+06,9.249229,NA,90,5.8,136,"Drama","Action","9"
"3967",2500000,5.164423,3200000,92,7.1,95,"Action","Crime","8"
"3968",3,0.008263,NA,100,0,0,"Drama","Comedy","1"
"3969",62264333.4,1.998826,NA,88,4.8,14,"Thriller","NA","3"
"3970",3e+06,1.968679,NA,95,4.6,16,"Mystery","Thriller","4"
"3971",3e+06,1.141463,NA,79,2.8,10,"Thriller","NA","8"
"3972",6.6e+07,0.214704,NA,88,6,1,"NA","NA","4"
"3973",3200000,1.034844,NA,95,6.1,5,"Action","Crime","10"
"3974",48208555.88,1.975941,NA,95,6.3,22,"Comedy","Drama","3"
"3975",2900000,5.928937,5596708,113,7.6,126,"Drama","NA","1"
"3976",2900000,3.370225,5e+06,136,7.3,25,"Comedy","Drama","12"
"3977",74489167.29,5.485217,NA,80,4.9,54,"Crime","Action","12"
"3978",62480407.53,0.18887,NA,105,6.8,3,"Comedy","Drama","8"
"3979",3e+06,3.077885,NA,90,4.1,52,"Thriller","Mystery","8"
"3980",3e+06,1.781462,103735,93,6.6,36,"Documentary","NA","10"
"3981",81359416.61,4.952983,NA,91,6.6,271,"Horror","Thriller","6"
"3982",2902660,1.35088,NA,93,6.1,34,"Romance","Comedy","8"
"3983",88880613.25,0.687656,NA,89,4.3,12,"Thriller","Action","10"
"3984",8e+06,6.39503,23563727,116,6.9,99,"Drama","NA","7"
"3985",2883848,39.30982,2.5e+07,122,8,808,"Comedy","Romance","3"
"3986",2800000,9.070842,19170001,88,5.3,192,"Horror","Thriller","5"
"3988",2800000,36.444894,86273333,106,7.7,854,"Comedy","Science Fiction","12"
"3989",2e+06,15.351412,5364858,95,5.4,190,"Horror","Action","9"
"3990",64279541.49,2.436019,NA,144,7.6,44,"Comedy","Drama","1"
"3991",78086133.7,0.93392,NA,112,6.5,19,"Drama","NA","6"
"3992",2700000,11.35972,37799643,118,7,59,"Adventure","Family","10"
"3993",67143219.12,0.296981,NA,0,9.5,2,"NA","NA","6"
"3994",45872326.17,1.776624,NA,90,4.9,10,"Action","Adventure","9"
"3995",2686000,1.897263,6600000,109,6,30,"Adventure","Comedy","6"
"3996",49880964.69,0.144031,NA,103,7,3,"Comedy","Drama","3"
"3997",2627000,0.531444,5363000,120,6,8,"Drama","Romance","3"
"3998",2600000,22.793929,119500000,93,7.2,609,"Western","Comedy","2"
"3999",2600000,14.013414,32980880,91,5.9,237,"Horror","Thriller","4"
"4000",2159280,13.265432,10700000,80,7.1,260,"Drama","NA","10"
"4001",85391083.33,11.552247,NA,134,7.1,61,"Drama","Romance","9"
"4002",93497524.01,1.73892,NA,86,5.3,22,"Comedy","NA","9"
"4003",2600000,0.895946,3166000,105,7.6,23,"Documentary","NA","7"
"4004",2600000,19.02965,553198,92,7,308,"Science Fiction","Thriller","9"
"4005",88708316.96,0.406645,NA,99,7.4,13,"Action","Adventure","1"
"4006",2600000,3.687574,NA,97,5.2,38,"Horror","Thriller","12"
"4007",2540800,36.556954,7200000,103,7.8,727,"Comedy","Music","4"
"4008",81420470.09,0.545825,NA,97,7.1,47,"Documentary","NA","4"
"4009",2500000,18.661541,60141683,86,5.4,516,"Comedy","Horror","1"
"4010",2500000,0.973582,33400000,87,4.6,19,"Documentary","NA","7"
"4011",32666692.29,14.885388,34585416,108,6.8,225,"Comedy","Drama","10"
"4012",2500000,12.030456,14400000,98,5,229,"Horror","Mystery","10"
"4013",2500000,18.30961,12348905,98,6.3,264,"Action","Science Fiction","5"
"4014",2500000,6.82919,1e+07,112,7.5,66,"Action","Drama","5"
"4015",44312959.37,9.799357,32230907,74,7.1,95,"Comedy","Documentary","7"
"4016",2500000,10.363642,NA,104,7.1,212,"Drama","Romance","10"
"4017",2500000,30.583959,26781723,102,7.1,618,"Comedy","Drama","7"
"4018",2500000,23.672571,5535405,105,7.7,959,"Drama","Romance","1"
"4019",92281595.78,0.205034,NA,100,6.9,8,"Horror","Mystery","10"
"4020",48353878.76,5.581743,NA,107,6.7,22,"Comedy","Drama","9"
"4021",52722799.16,2.487255,NA,91,6.8,32,"Comedy","Romance","9"
"4022",71642848.3,0.262135,NA,102,5.2,15,"Drama","NA","11"
"4023",2500000,23.419061,3325038,85,6.8,450,"Science Fiction","Comedy","8"
"4024",6.5e+07,7.958831,9726954,106,7.2,77,"Drama","Romance","3"
"4025",2500000,25.722747,6854611,95,6.8,1048,"Comedy","Drama","8"
"4026",53853450.79,9.774126,NA,101,7.2,197,"Comedy","Documentary","10"
"4027",50100000,0.197469,NA,90,7,3,"Documentary","Drama","11"
"4028",59078372.14,0.142255,NA,100,7,1,"Drama","NA","4"
"4029",2500000,0.301884,71904,100,7.1,7,"Drama","NA","8"
"4030",72115624.07,0.424957,NA,80,5.5,6,"Documentary","NA","1"
"4031",1.4e+07,3.393648,NA,106,6.1,50,"Comedy","Romance","10"
"4032",9243025.474,5.025938,NA,103,6.1,61,"Horror","Thriller","2"
"4033",2500000,4.624691,107559,90,6,40,"Drama","Science Fiction","12"
"4034",2500000,12.204569,324138,96,6.6,441,"Comedy","Action","9"
"4035",21394271.2,0.630226,NA,89,5,15,"Comedy","Family","12"
"4036",2500000,4.270489,NA,87,4.9,63,"Comedy","Horror","7"
"4037",3.5e+07,3.674294,NA,94,4.8,40,"Horror","NA","9"
"4038",2400000,4.623059,5731103,120,7,11,"Drama","NA","10"
"4039",58593407.61,1.946715,NA,101,4.8,21,"Drama","Horror","12"
"4040",3e+07,27.940093,495303,84,6.3,664,"Adventure","Comedy","9"
"4041",2500000,1.759506,NA,110,4.5,19,"Crime","NA","8"
"4042",2380000,8.395624,8176544,101,7.4,363,"Drama","Crime","9"
"4043",2500000,8.248149,NA,101,3.1,47,"Action","Adventure","12"
"4044",2361000,0.628051,6892000,101,7,4,"Comedy","Music","7"
"4045",2450000,0.500753,NA,105,4.6,5,"Drama","Family","5"
"4046",67864139.96,0.376662,565592,97,10,1,"Comedy","Drama","5"
"4047",2300000,1.606314,1.1e+07,107,6.9,18,"Music","Romance","7"
"4048",18329400.17,0.197264,NA,91,4.7,6,"Drama","NA","8"
"4049",47199669.52,5.759493,NA,108,5.6,88,"Thriller","NA","8"
"4050",2e+06,6.86302,NA,90,6.7,93,"Fantasy","Adventure","7"
"4051",2280000,32.875469,83320000,124,7.2,808,"Animation","Family","11"
"4052",56162714.46,0.015295,NA,90,0,0,"Thriller","Drama","6"
"4053",4e+06,14.206525,36690067,95,5.7,254,"Horror","Thriller","8"
"4054",2200000,12.639469,21930418,92,5.1,196,"Horror","Thriller","3"
"4055",68873985.74,2.371477,NA,117,6.2,11,"Drama","NA","2"
"4056",79080440.96,2.470443,NA,115,6.6,48,"Fantasy","Drama","3"
"4057",42926586.85,1.532518,NA,90,5.7,5,"Thriller","Romance","6"
"4058",2160000,0.1813,9132000,119,5.8,4,"Drama","NA","6"
"4059",2300000,2.713171,NA,97,5.6,19,"Thriller","Drama","10"
"4060",54698565.84,0.258413,NA,90,3.5,5,"Comedy","Romance","4"
"4061",13137381.99,2.025701,NA,90,5.4,12,"Romance","Comedy","11"
"4062",5e+07,2.659804,NA,85,5.7,59,"Action","Comedy","10"
"4063",2100000,8.38717,23650000,172,7.6,143,"Drama","History","12"
"4064",53422386.1,6.677093,480811,113,6.7,125,"Crime","Drama","6"
"4065",44612504.29,2.526356,NA,89,7,51,"Comedy","Drama","3"
"4066",2100000,0.039007,3330,126,0,0,"Drama","Crime","10"
"4067",1500000,31.691617,30448000,78,7.1,934,"Horror","Mystery","4"
"4068",41405004.24,0.47909,NA,88,4.5,4,"Drama","Mystery","10"
"4069",55546576.94,0.027801,NA,0,0,0,"NA","NA","1"
"4070",41983168.51,2.122451,NA,77,5.1,36,"Thriller","Horror","7"
"4071",33211587.4,0.803761,NA,81,4.1,15,"Adventure","Drama","2"
"4072",2e+06,41.298723,78898765,115,6.9,760,"Action","Thriller","10"
"4073",51304008.94,1.791331,NA,96,5.3,39,"Comedy","Horror","2"
"4074",2e+06,10.664202,18344729,89,7,200,"Comedy","Romance","12"
"4076",2e+06,13.223111,18016290,88,6.6,215,"Comedy","NA","8"
"4077",2e+06,22.139842,13129846,129,8,657,"Crime","Drama","12"
"4078",2e+06,37.117362,24600832,95,7.3,957,"Adventure","Action","12"
"4079",50576208.45,15.046612,NA,102,7.2,242,"Action","Comedy","2"
"4080",2e+06,15.557144,11540607,118,7.2,353,"Crime","Drama","9"
"4081",2e+06,11.66632,13101672,85,5.2,125,"Horror","Mystery","1"
"4082",2e+06,34.938177,7e+07,137,7.9,958,"Drama","Thriller","3"
"4083",1e+06,5.961119,34522221,129,6.8,77,"Drama","NA","9"
"4084",2e+06,17.639478,7600000,134,7.6,240,"Drama","NA","9"
"4085",2e+06,1.867004,9172000,119,6.5,8,"Adventure","Drama","8"
"4086",8e+06,13.944645,1477676,80,7.3,231,"Adventure","Animation","6"
"4087",27533550.02,2.304552,NA,89,6.6,24,"Drama","Comedy","1"
"4088",41569985.99,7.792851,6003587,101,7.1,120,"Comedy","Drama","8"
"4089",2700000,14.799323,15992615,80,7.6,718,"Drama","Romance","2"
"4090",2e+06,23.281616,20908467,154,7.6,521,"Drama","Thriller","6"
"4091",2e+06,20.331593,4601043,100,6.7,339,"Crime","Drama","8"
"4092",2e+06,5.381536,7800000,118,6.8,47,"Drama","Romance","11"
"4093",2e+06,20.834883,13831503,100,6.8,565,"Drama","NA","6"
"4094",6.5e+07,14.045887,13885802,106,7.6,138,"Documentary","Action","9"
"4095",2e+06,0.483974,4e+06,106,4.8,6,"Drama","Music","5"
"4096",24302477.2,9.719094,NA,90,7,107,"Comedy","Drama","6"
"4097",2e+06,16.930914,7871522,109,7.7,286,"Documentary","NA","10"
"4098",6e+06,28.819424,11122090,96,6.3,658,"Drama","Music","8"
"4099",48760092.88,18.223139,NA,116,7.2,298,"Crime","Drama","9"
"4100",2e+06,12.999023,5967038,120,6.3,197,"Crime","Drama","9"
"4101",2e+06,6.728882,2801508,97,5.6,92,"Crime","Drama","9"
"4102",2e+06,1.95686,2506446,96,4.8,26,"Comedy","Drama","8"
"4103",27753014.78,7.151154,NA,98,5.9,58,"Horror","NA","12"
"4104",2e+06,14.846001,5179037,101,6.3,140,"Romance","Drama","5"
"4105",2e+06,14.08251,11125849,90,7.8,291,"Drama","Animation","6"
"4106",2e+06,0.031947,1672730,120,5,2,"NA","NA","9"
"4107",2e+06,2.283796,1431623,102,7.2,23,"Documentary","NA","7"
"4108",2e+06,18.224326,1477002,98,6.8,279,"Drama","Romance","8"
"4109",2e+06,3.43159,NA,109,7.6,31,"Documentary","NA","1"
"4110",58106583.7,4.749885,876302,104,6.5,77,"Drama","Western","9"
"4111",2e+06,3.980072,653621,92,6.8,31,"History","Documentary","2"
"4112",37792566.22,1.096355,NA,99,7.1,19,"Drama","Action","9"
"4113",45104485.19,1.196943,NA,96,5.6,13,"Comedy","Drama","1"
"4114",2e+06,3.125382,563706,120,4.6,19,"Comedy","NA","9"
"4115",2e+06,5.261065,390659,104,6.3,86,"Action","Thriller","4"
"4116",80721558.49,6.337735,NA,97,6.1,23,"Comedy","Drama","4"
"4117",70442464.56,7.359286,NA,94,5.2,210,"Comedy","Horror","1"
"4118",2e+06,1.892183,124494,91,5.8,36,"Action","Adventure","9"
"4119",90310740.95,0.001186,NA,0,0,0,"NA","NA","5"
"4120",2e+06,3.911445,120620,90,7.1,52,"Drama","Comedy","9"
"4121",3800000,2.559806,111731,84,5.9,18,"Comedy","NA","6"
"4122",53380806.51,0.744406,NA,96,6.3,10,"Comedy","Drama","8"
"4123",13500000,5.16023,187674,129,5.2,32,"Drama","NA","9"
"4124",7e+06,0.253595,1100000,93,6.7,3,"Animation","Family","10"
"4125",21180099.75,0.046868,NA,100,5,1,"Drama","Action","1"
"4126",66191062.98,2.952932,NA,97,5.6,13,"Adventure","Family","3"
"4127",107644676.5,5.563068,NA,94,5.5,143,"Comedy","Drama","11"
"4128",63736626.02,1.161034,NA,95,6.4,9,"Comedy","Drama","1"
"4129",2e+06,7.502934,54207,97,5.9,88,"Comedy","Science Fiction","10"
"4130",77737763.96,5.350423,NA,92,6.1,96,"Drama","Action","2"
"4131",2e+06,4.261509,622806,96,6.3,41,"Drama","NA","9"
"4132",65860003.56,6.752141,NA,87,6,333,"Horror","Science Fiction","10"
"4133",60634052.07,20.362373,3983997,91,6.7,406,"Horror","Thriller","9"
"4134",55197373.25,5.099368,NA,98,5.4,40,"Thriller","NA","9"
"4135",83446840.86,6.632891,NA,86,5.3,124,"Horror","Comedy","3"
"4136",55328949.96,1.717376,NA,120,6.8,16,"Drama","Action","2"
"4137",60597206.2,4.922397,NA,99,6.9,18,"Thriller","Drama","5"
"4138",1e+06,13.222268,NA,92,6.1,381,"Thriller","Horror","9"
"4139",1e+05,7.447714,95000,86,5.5,92,"Horror","NA","5"
"4140",2e+06,9.68793,NA,98,5.2,84,"Crime","Drama","1"
"4141",2,0.050625,NA,NA,0,0,"Documentary","NA","12"
"4142",2e+06,5.941852,11833696,82,6.7,165,"Comedy","NA","4"
"4143",59902450.17,0.174311,NA,103,3.5,2,"Thriller","NA","8"
"4144",119690875.1,0.361554,NA,76,5.8,2,"Action","Adventure","7"
"4145",2300000,8.055084,NA,87,7.2,102,"Crime","Drama","12"
"4146",2e+06,4.346271,NA,88,4.4,27,"Horror","Thriller","5"
"4147",1.4e+07,3.419685,NA,97,5.6,37,"Action","Adventure","1"
"4148",2e+06,5.100741,NA,96,5.7,50,"Comedy","Crime","3"
"4149",55384627.53,2.253589,NA,87,6.7,45,"Comedy","NA","7"
"4150",78871181.45,0.209475,NA,106,6.6,8,"Comedy","Fantasy","4"
"4151",38295248.21,3.613577,NA,107,5.3,36,"Comedy","Drama","9"
"4152",59829232.47,1.296784,NA,85,6.3,12,"Mystery","Horror","10"
"4153",7e+06,4.50829,NA,88,5.2,46,"Comedy","Drama","1"
"4154",42532501.32,8.902102,NA,99,6.1,24,"Comedy","Music","10"
"4155",6.1e+07,1.619635,NA,102,5.9,10,"Documentary","NA","9"
"4156",62032905.33,1.002585,NA,108,3.9,8,"Action","Adventure","3"
"4157",34589729.51,1.332804,NA,90,4.2,35,"Science Fiction","Comedy","3"
"4158",2e+06,2.00163,NA,89,4.4,24,"Thriller","Mystery","8"
"4159",2e+06,1.187764,NA,92,4.4,19,"Thriller","NA","10"
"4160",1.9e+07,6.463806,NA,99,6.7,59,"Crime","Drama","8"
"4161",112197332,1.980265,NA,103,6.7,24,"Fantasy","Drama","1"
"4162",1950000,3.696123,NA,90,5.8,49,"Thriller","Action","4"
"4163",1987650,32.841229,19152480,94,6.6,827,"Drama","Thriller","9"
"4164",46656999.37,8.518866,864659,97,7.4,443,"Drama","Comedy","3"
"4165",46480908.25,4.892203,NA,88,7.8,55,"Documentary","Drama","6"
"4166",52262571.25,4.665026,NA,95,5.8,12,"Drama","NA","7"
"4167",56811153.07,1.294967,222000,160,5.6,10,"Drama","Music","2"
"4168",56492354.33,14.331992,2957978,94,7.5,275,"Thriller","Documentary","7"
"4169",78262983.53,3.068463,NA,82,5.8,27,"Drama","Thriller","8"
"4170",1900000,1.367751,NA,89,6.9,21,"Drama","NA","4"
"4171",1800000,14.838986,67738090,87,5.6,328,"Horror","Drama","8"
"4172",80688841.63,1.950959,NA,98,7.2,244,"Drama","NA","12"
"4173",1800000,14.884756,8e+06,125,7.6,281,"Drama","NA","9"
"4174",1800000,41.996783,9440272,95,8,1442,"Drama","Comedy","1"
"4175",1800000,2.179428,NA,118,6.2,36,"Drama","Romance","10"
"4176",1800000,12.471239,21107746,93,6.8,403,"Drama","Fantasy","6"
"4177",1700000,13.315383,8844595,93,5.5,215,"Action","Science Fiction","6"
"4178",51934534.28,3.363321,NA,109,5.6,9,"Drama","Music","3"
"4179",2e+06,1.699101,841733,109,5.3,14,"Drama","Thriller","8"
"4180",32243014.48,0.320387,NA,155,6.7,5,"Comedy","Romance","8"
"4181",44449832.16,0.692497,621951,87,6.4,88,"Comedy","Documentary","4"
"4182",57033022.5,0.023436,NA,93,5.5,12,"Comedy","NA","6"
"4183",68520642.78,0.749699,NA,108,6.8,9,"Adventure","Drama","9"
"4184",1800000,11.756943,6800000,114,6.7,192,"Western","NA","7"
"4185",59636823.63,0.225627,NA,87,6.9,17,"Crime","Drama","3"
"4186",64581613.61,6.833164,NA,113,5.3,33,"Horror","Thriller","6"
"4187",42496726.52,0.060127,NA,87,0,0,"Thriller","Comedy","3"
"4188",1800000,1.959405,NA,86,4.2,22,"Action","Science Fiction","6"
"4189",1800000,0.21544,NA,101,5,4,"Comedy","Romance","2"
"4190",1530000,27.36562,7267585,81,7.2,664,"Action","Drama","8"
"4191",5e+05,8.650779,150277,93,6.3,152,"Drama","Horror","1"
"4192",1493619,2.492747,NA,90,4.9,19,"Adventure","Family","12"
"4193",58579382.6,2.756435,23311391,106,7,28,"Drama","NA","3"
"4194",1700000,18.828683,9700000,88,6.1,236,"Action","Science Fiction","6"
"4195",1700000,6.979638,NA,130,6.4,89,"Drama","Thriller","11"
"4196",2e+06,26.281839,572809,108,6.3,519,"Thriller","Crime","6"
"4197",1700000,2.079125,1943649,98,5.5,39,"Comedy","Crime","12"
"4198",42424783.61,3.939753,NA,86,6,59,"Drama","Thriller","8"
"4199",1e+06,14.017809,4235151,104,7.3,221,"Drama","Romance","9"
"4200",34036868.13,3.677831,NA,100,5.9,7,"Drama","Romance","8"
"4201",1644736,3.426314,7433101,126,7.2,79,"Comedy","Romance","8"
"4202",1650000,6.915201,30500000,118,7.2,133,"War","Drama","8"
"4203",1600000,8.535178,5400000,103,7.1,61,"Western","NA","10"
"4204",59594400.57,2.160586,NA,102,6,24,"Drama","Music","10"
"4205",68637073.93,0.796009,6033999,84,6.3,3,"Comedy","Drama","4"
"4206",55632459.28,0.13456,2592808,0,4.3,4,"Drama","Crime","10"
"4207",54765559.24,4.554574,NA,96,6.8,52,"Drama","Comedy","7"
"4208",50759484.93,3.215465,NA,92,4.6,55,"Thriller","Horror","8"
"4209",48000198.3,1.49436,NA,114,7.6,20,"Drama","Romance","6"
"4210",1600000,20.810292,4420000,113,7.5,372,"Crime","Drama","4"
"4211",39092181.72,0.122704,NA,0,0,0,"Romance","NA","12"
"4212",47644307.41,3.654018,NA,123,6.7,32,"Crime","Drama","6"
"4213",70570456.69,3.313339,NA,111,6.5,2,"Drama","Mystery","10"
"4214",72372720.99,5.379319,NA,99,4.4,111,"Horror","NA","2"
"4215",2e+06,9.67299,22179430,108,6.7,129,"Comedy","NA","5"
"4216",1500000,17.49699,11806119,92,6.6,363,"Action","NA","2"
"4217",1500000,12.2624,9600000,129,7.9,241,"Comedy","Drama","10"
"4218",1500000,13.291991,7412216,91,6.8,279,"Drama","Crime","7"
"4219",1500000,13.788054,11098131,81,6.9,226,"Comedy","Drama","10"
"4220",1e+06,3.990215,10013424,97,5.9,48,"Comedy","NA","4"
"4221",1.7e+07,6.526588,NA,90,4.5,99,"Action","Drama","7"
"4222",1500000,11.145915,7e+06,111,7.3,160,"Drama","Mystery","12"
"4223",6e+07,5.446832,NA,103,6.5,64,"Drama","Mystery","9"
"4224",1500000,10.009994,2375097,110,7.1,166,"Romance","Comedy","1"
"4225",1500000,58.594852,97009150,103,6.8,1737,"Horror","Thriller","9"
"4226",1500000,11.35344,2300000,92,6.7,144,"Comedy","Crime","2"
"4227",1500000,8.589355,NA,114,7.4,153,"Crime","Drama","8"
"4228",52645709.61,2.828303,NA,101,6.5,39,"Documentary","NA","7"
"4229",1500000,3.618646,712294,111,6.5,43,"Drama","NA","3"
"4230",1500000,15.017068,3566225,104,5.5,342,"Comedy","Romance","7"
"4231",1500000,5.817519,418961,96,6.1,111,"Action","Crime","10"
"4232",1500000,9.856826,416925,98,6.8,151,"Drama","NA","1"
"4233",90763392.05,4.262374,414404,106,6.5,48,"Drama","Romance","3"
"4234",66914993.14,0.06124,NA,93,3,1,"Thriller","Action","8"
"4235",1500000,11.064228,373967,100,6.2,251,"Horror","Mystery","8"
"4236",62889268.64,1.742383,NA,80,5.7,12,"Comedy","Romance","1"
"4237",70031196.18,0.414754,330048,95,4.5,3,"Drama","NA","2"
"4238",53448432.15,12.677016,NA,83,5.7,159,"Comedy","Horror","4"
"4239",1,28.27648,8500000,87,8.1,856,"Drama","Comedy","2"
"4240",58516821.29,0.87066,NA,91,6.4,9,"Drama","Family","3"
"4241",1500000,7.5591,173066,86,5.9,107,"Comedy","Horror","10"
"4242",1500000,2.02817,NA,0,3.5,1,"Comedy","NA","1"
"4243",1500000,0.859014,NA,97,6.6,8,"Comedy","NA","3"
"4244",1500000,0.071377,NA,108,6,2,"Drama","Romance","12"
"4245",1200000,0.193172,NA,128,6,2,"Drama","History","7"
"4246",1500000,4.680206,32000,93,6.6,183,"Horror","Mystery","3"
"4247",2e+06,1.20173,NA,90,6.8,16,"Drama","NA","4"
"4248",1,0.094105,NA,90,10,2,"Romance","Comedy","7"
"4249",1500000,14.504326,1165882,101,5.1,242,"Horror","Thriller","9"
"4250",45699086.94,10.322858,NA,109,6.5,358,"Horror","Comedy","9"
"4251",51090392.29,1.404175,NA,98,6.9,24,"Documentary","NA","11"
"4252",1,0.077876,NA,87,6.8,6,"Comedy","Drama","10"
"4253",55604417.08,0.35819,NA,98,6,1,"Drama","Comedy","1"
"4254",9e+06,9.159265,NA,112,6.4,13,"Comedy","Drama","11"
"4255",77768648.96,1.893697,1500000,85,2.6,9,"Science Fiction","NA","9"
"4256",70123612.45,0.71087,NA,102,7.4,7,"Comedy","Family","2"
"4257",53645086.21,1.105357,NA,102,4.2,13,"Thriller","Action","7"
"4258",1500000,2.815228,NA,90,3.3,52,"Drama","Mystery","11"
"4259",34702315.15,0.446858,NA,93,7.5,6,"Action","Horror","1"
"4261",1400000,0.684881,NA,106,6.8,10,"Drama","Foreign","5"
"4262",1455000,3.598457,2620000,113,5.4,12,"Western","NA","11"
"4263",1,1.452152,NA,94,5.9,18,"Adventure","Comedy","12"
"4264",2e+06,1.193219,NA,101,5.3,6,"Drama","NA","7"
"4265",3150000,8.039223,NA,100,5.2,97,"Horror","Thriller","10"
"4266",25779238.89,2.486992,NA,75,6.2,32,"Drama","Crime","5"
"4267",51208333.05,0.43049,NA,91,0,0,"Thriller","Horror","1"
"4268",1377800,9.815394,NA,105,6.1,203,"Family","Adventure","7"
"4269",1350000,16.032594,3897569,105,7.5,1648,"Comedy","Crime","3"
"4270",35103917.57,0.592821,NA,104,0,0,"Western","NA","8"
"4271",1300000,10.240917,NA,105,7.7,207,"Drama","NA","5"
"4272",73994887.23,3.443916,NA,95,6.7,51,"Comedy","Drama","10"
"4273",1300000,0.072066,639000,135,5,1,"Drama","NA","2"
"4274",63223708.56,0.430758,619042,105,6.5,6,"Drama","NA","5"
"4275",73154017.06,0.143784,1632,79,6.1,30,"Horror","Comedy","4"
"4276",37918292.48,0.077873,NA,135,0,0,"Drama","Action","8"
"4277",78077090.23,0.319792,NA,88,2.8,10,"Science Fiction","NA","3"
"4278",1e+06,1.600797,NA,85,5.9,18,"Action","Comedy","1"
"4279",53493683.68,0.285131,NA,122,2.3,4,"Comedy","Romance","12"
"4280",107556061.9,5.628399,NA,82,3.2,34,"Comedy","NA","6"
"4281",38223975.35,5.065752,NA,103,5,66,"Drama","Horror","10"
"4282",1288000,18.426825,6e+06,130,7.7,336,"Drama","Mystery","4"
"4283",1250000,16.517777,21722776,87,6,315,"Horror","Thriller","5"
"4284",1250000,6.903314,1.1e+07,101,7.4,112,"Drama","NA","11"
"4285",1250000,4.45544,3412497,88,5.3,62,"Horror","Science Fiction","8"
"4286",26238116.39,0.106949,NA,100,5.9,10,"Drama","NA","4"
"4287",1.5e+07,0.165909,NA,87,5.8,2,"Adventure","Animation","6"
"4288",1250000,9.903992,8500000,92,6.7,79,"Crime","Drama","1"
"4289",1250000,7.70019,6e+06,118,6.8,72,"Drama","NA","10"
"4290",27409384.93,4.480579,NA,123,4.1,13,"Thriller","Comedy","6"
"4291",1200000,10.869492,NA,100,6.7,185,"Drama","NA","8"
"4293",3e+06,16.312803,18492362,100,6.6,362,"Comedy","Crime","1"
"4294",1,0.025364,NA,99,0,0,"NA","NA","8"
"4295",1300000,1.473405,NA,87,5.7,17,"Comedy","Drama","8"
"4296",81992914.53,8.109958,NA,114,6.8,57,"Comedy","Drama","8"
"4297",56100782.28,7.142448,NA,111,6.8,88,"Drama","Romance","11"
"4298",1200000,6.920873,7e+06,99,6.9,149,"Comedy","Mystery","10"
"4299",20704510.46,4.826908,NA,85,6.5,101,"Comedy","NA","9"
"4300",1200000,3.085411,2861020,114,6.3,24,"Drama","NA","4"
"4302",56661134.24,1.280733,NA,88,6.4,8,"Drama","Family","1"
"4304",49649963.47,9.683622,NA,110,7.8,165,"Drama","NA","2"
"4305",1250000,1.6116,NA,106,5.8,25,"Drama","Comedy","4"
"4306",44310212.87,0.002386,NA,88,0,0,"Comedy","Music","3"
"4307",9e+05,0.097913,25000,97,6.8,6,"Documentary","NA","9"
"4308",1200000,0.047781,NA,85,0,0,"Comedy","NA","3"
"4309",1344000,20.422246,NA,103,4.1,140,"Drama","Romance","9"
"4310",37082909.83,0.021678,NA,98,0,0,"Drama","Comedy","10"
"4311",48689589.87,1.998557,NA,88,6,11,"Crime","Comedy","6"
"4312",75444541.98,8.148187,NA,88,3.9,44,"Comedy","NA","12"
"4313",1200000,2.968235,2736000,115,6.8,18,"Action","Adventure","10"
