"","budget","id","original_language","popularity","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2","prodcomp_1","prodcount_1","release_year","release_month"
"3548",13137381.985057,297621,"en",2.025701,NA,90,"Released","There's Always Woodstock",5.4,12,"Romance","Comedy","Sunrise Films","United States of America",2014,"11"
"3549",50000000.0000004,16205,"en",2.659804,NA,85,"Released","Jack Brooks: Monster Slayer",5.7,59,"Action","Comedy","Brookstreet Pictures","Canada",2007,"10"
"3550",2100000,887,"en",8.38717,23650000,172,"Released","The Best Years of Our Lives",7.6,143,"Drama","History","Samuel Goldwyn Company, The","United States of America",1946,"12"
"3551",53422386.1021663,9517,"en",6.677093,480811,113,"Released","Bully",6.7,125,"Crime","Drama","StudioCanal","United Kingdom",2001,"06"
"3552",44612504.2914515,6007,"en",2.526356,NA,89,"Released","Elling",7,51,"Comedy","Drama","Maipo Film- og TV Produksjon","Norway",2001,"03"
"3553",2100000,364083,"en",0.039007,3330,126,"Released","Mi America",0,0,"Drama","Crime","Industrial House Films","United States of America",2015,"10"
"3554",1500000,8329,"es",31.691617,30448000,78,"Released","[REC]",7.1,934,"Horror","Mystery","Filmax","Spain",2007,"04"
"3555",41405004.2355177,69640,"en",0.47909,NA,88,"Released","Lies in Plain Sight",4.5,4,"Drama","Mystery",NA,NA,2010,"10"
"3556",55546576.9370044,371085,"en",0.027801,NA,0,"Released","Sharkskin",0,0,NA,NA,NA,NA,2015,"01"
"3557",41983168.5068117,347548,"en",2.122451,NA,77,"Released","Containment",5.1,36,"Thriller","Horror","Bright Cold Day Films","United Kingdom",2015,"07"
"3558",33211587.4044738,322443,"de",0.803761,NA,81,"Released","The Timber",4.1,15,"Adventure","Drama","ANA Media","United States of America",2015,"02"
"3559",2e+06,657,"en",41.298723,78898765,115,"Released","From Russia with Love",6.9,760,"Action","Thriller","United Artists","United Kingdom",1963,"10"
"3560",51304008.936083,28165,"en",1.791331,NA,96,"Released","The Toxic Avenger Part II",5.3,39,"Comedy","Horror","Troma Entertainment","United States of America",1989,"02"
"3561",2e+06,11561,"en",10.664202,18344729,89,"Released","Sleeper",7,200,"Comedy","Romance","Rollins-Joffe Productions","United States of America",1973,"12"
"3562",2e+06,11624,"en",13.223111,18016290,88,"Released","Everything You Always Wanted to Know About Sex *But Were Afraid to Ask",6.6,215,"Comedy",NA,"United Artists","United States of America",1972,"08"
"3563",2e+06,595,"en",22.139842,13129846,129,"Released","To Kill a Mockingbird",8,657,"Crime","Drama","Universal Pictures","United States of America",1962,"12"
"3564",2e+06,8810,"en",37.117362,24600832,95,"Released","Mad Max 2: The Road Warrior",7.3,957,"Adventure","Action","Kennedy Miller Productions","Australia",1981,"12"
"3565",50576208.4455182,12207,"cn",15.046612,NA,102,"Released","The Legend of Drunken Master",7.2,242,"Action","Comedy","Paragon Films Ltd.","Hong Kong",1994,"02"
"3566",2e+06,226,"en",15.557144,11540607,118,"Released","Boys Don't Cry",7.2,353,"Crime","Drama","Fox Searchlight Pictures","United States of America",1999,"09"
"3567",2e+06,92182,"en",11.66632,13101672,85,"Released","Silent House",5.2,125,"Horror","Mystery","Elle Driver","France",2011,"01"
"3568",2e+06,582,"de",34.938177,7e+07,137,"Released","The Lives of Others",7.9,958,"Drama","Thriller","Arte","Germany",2006,"03"
"3569",1e+06,72213,"en",5.961119,34522221,129,"Released","Courageous",6.8,77,"Drama",NA,"TriStar Pictures","United States of America",2011,"09"
"3570",2e+06,990,"en",17.639478,7600000,134,"Released","The Hustler",7.6,240,"Drama",NA,"Twentieth Century Fox Film Corporation","United States of America",1961,"09"
"3571",2e+06,55604,"en",1.867004,9172000,119,"Released","Boom Town",6.5,8,"Adventure","Drama","Metro-Goldwyn-Mayer (MGM)","United States of America",1940,"08"
"3572",8e+06,9662,"fr",13.944645,1477676,80,"Released","The Triplets of Belleville",7.3,231,"Adventure","Animation","Sony Pictures Classics","France",2003,"06"
"3573",27533550.017777,20862,"en",2.304552,NA,89,"Released","Smoke Signals",6.6,24,"Drama","Comedy","Miramax Films","Canada",1998,"01"
"3574",41569985.9940747,2771,"en",7.792851,6003587,101,"Released","American Splendor",7.1,120,"Comedy","Drama",NA,"United States of America",2003,"08"
"3575",2700000,80,"en",14.799323,15992615,80,"Released","Before Sunset",7.6,718,"Drama","Romance","Castle Rock Entertainment","United States of America",2004,"02"
"3576",2e+06,55,"es",23.281616,20908467,154,"Released","Amores perros",7.6,521,"Drama","Thriller","Altavista Films","Mexico",2000,"06"
"3577",2e+06,11023,"en",20.331593,4601043,100,"Released","Thirteen",6.7,339,"Crime","Drama","Fox Searchlight Pictures","United States of America",2003,"08"
"3578",2e+06,33667,"en",5.381536,7800000,118,"Released","Gentleman's Agreement",6.8,47,"Drama","Romance","Twentieth Century Fox Film Corporation","United States of America",1947,"11"
"3579",2e+06,39013,"en",20.834883,13831503,100,"Released","Winter's Bone",6.8,565,"Drama",NA,"Anonymous Content","United States of America",2010,"06"
"3580",64999999.9999997,11194,"en",14.045887,13885802,106,"Released","Touching the Void",7.6,138,"Documentary","Action","Darlow Smithson Productions","United Kingdom",2003,"09"
"3581",2e+06,43839,"en",0.483974,4e+06,106,"Released","Alexander's Ragtime Band",4.8,6,"Drama","Music","Twentieth Century Fox Film Corporation","United States of America",1938,"05"
"3582",24302477.2004879,1382,"en",9.719094,NA,90,"Released","Me and You and Everyone We Know",7,107,"Comedy","Drama","IFC Films","United States of America",2005,"06"
"3583",2e+06,44639,"en",16.930914,7871522,109,"Released","Inside Job",7.7,286,"Documentary",NA,"Sony Pictures Classics","United States of America",2010,"10"
"3584",6e+06,301351,"en",28.819424,11122090,96,"Released","We Are Your Friends",6.3,658,"Drama","Music","Working Title Films","United Kingdom",2015,"08"
"3585",48760092.8761753,4816,"en",18.223139,NA,116,"Released","Ghost Dog: The Way of the Samurai",7.2,298,"Crime","Drama","Bac Films","United States of America",1999,"09"
"3586",2e+06,7873,"en",12.999023,5967038,120,"Released","Harsh Times",6.3,197,"Crime","Drama","The Weinstein Company","United States of America",2005,"09"
"3587",2e+06,331190,"en",6.728882,2801508,97,"Released","Captive",5.6,92,"Crime","Drama","Itaca Films","United States of America",2015,"09"
"3588",2e+06,15186,"en",1.95686,2506446,96,"Released","Full Frontal",4.8,26,"Comedy","Drama","Miramax Films","United States of America",2002,"08"
"3589",27753014.7774523,17994,"en",7.151154,NA,98,"Released","Witchboard",5.9,58,"Horror",NA,NA,"United Kingdom",1986,"12"
"3590",2e+06,1378,"en",14.846001,5179037,101,"Released","Shortbus",6.3,140,"Romance","Drama","Fortissimo Films","United States of America",2006,"05"
"3591",2e+06,8885,"he",14.08251,11125849,90,"Released","Waltz with Bashir",7.8,291,"Drama","Animation","Les Films d'Ici","Israel",2008,"06"
"3592",2e+06,48382,"en",0.031947,1672730,120,"Released","The Book of Mormon Movie, Volume 1: The Journey",5,2,NA,NA,NA,NA,2003,"09"
"3593",2e+06,12901,"en",2.283796,1431623,102,"Released","No End in Sight",7.2,23,"Documentary",NA,NA,NA,2007,"07"
"3594",2e+06,250124,"en",18.224326,1477002,98,"Released","The Diary of a Teenage Girl",6.8,279,"Drama","Romance","Caviar Films","United States of America",2015,"08"
"3595",2e+06,14284,"en",3.43159,NA,109,"Released","In the Shadow of the Moon",7.6,31,"Documentary",NA,"Film4","United Kingdom",2007,"01"
"3596",58106583.6972034,57120,"en",4.749885,876302,104,"Released","Meek's Cutoff",6.5,77,"Drama","Western","Film Science","United States of America",2010,"09"
"3597",2e+06,12228,"en",3.980072,653621,92,"Released","Inside Deep Throat",6.8,31,"History","Documentary",NA,"United States of America",2005,"02"
"3598",37792566.2155914,22617,"en",1.096355,NA,99,"Released","Dinner Rush",7.1,19,"Drama","Action","Access Motion Picture Group","United States of America",2000,"09"
"3599",45104485.186869,55561,"en",1.196943,NA,96,"Released","Clockwatchers",5.6,13,"Comedy","Drama",NA,NA,1997,"01"
"3600",2e+06,42889,"en",3.125382,563706,120,"Released","The Virginity Hit",4.6,19,"Comedy",NA,"Gary Sanchez Productions","United States of America",2010,"09"
"3601",2e+06,10656,"fr",5.261065,390659,104,"Released","Subway",6.3,86,"Action","Thriller","Gaumont","France",1985,"04"
"3602",80721558.4898056,24363,"en",6.337735,NA,97,"Released","House of D",6.1,23,"Comedy","Drama","Tribeca Productions","United States of America",2005,"04"
"3603",70442464.5571829,13121,"en",7.359286,NA,94,"Released","Teeth",5.2,210,"Comedy","Horror","Teeth","United States of America",2007,"01"
"3604",2e+06,24746,"en",1.892183,124494,91,"Released","Six-String Samurai",5.8,36,"Action","Adventure","HSX Films","United States of America",1998,"09"
"3605",90310740.9496006,325140,"en",0.001186,NA,0,"Released","Hum To Mohabbat Karega",0,0,NA,NA,NA,NA,2000,"05"
"3606",2e+06,12109,"en",3.911445,120620,90,"Released","It's All Gone Pete Tong",7.1,52,"Drama","Comedy",NA,"Canada",2004,"09"
"3607",3800000,27023,"en",2.559806,111731,84,"Released","Saint John of Las Vegas",5.9,18,"Comedy",NA,NA,"United States of America",2009,"06"
"3608",53380806.5066401,22913,"en",0.744406,NA,96,"Released","24 7: Twenty Four Seven",6.3,10,"Comedy","Drama","Scala Films","United Kingdom",1997,"08"
"3609",13500000,273899,"en",5.16023,187674,129,"Released","Stonewall",5.2,32,"Drama",NA,"Centropolis Entertainment","United States of America",2015,"09"
"3610",7e+06,20653,"en",0.253595,1100000,93,"Released","Roadside Romeo",6.7,3,"Animation","Family","Walt Disney Pictures","India",2008,"10"
"3611",21180099.7484454,67373,"en",0.046868,NA,100,"Released","This Thing of Ours",5,1,"Drama","Action",NA,NA,2005,"01"
"3612",66191062.978539,171759,"en",2.952932,NA,97,"Released","The Lost Medallion: The Adventures of Billy Stone",5.6,13,"Adventure","Family","Kaos Entertainment","United States of America",2013,"03"
"3613",107644676.54015,206296,"en",5.563068,NA,94,"Released","The Last Five Years",5.5,143,"Comedy","Drama","Lucky Monkey Pictures","United States of America",2014,"11"
"3614",63736626.01523,35219,"en",1.161034,NA,95,"Released","The Missing Person",6.4,9,"Comedy","Drama","Strand Releasing","United States of America",2009,"01"
"3615",2e+06,28260,"en",7.502934,54207,97,"Released","Return of the Living Dead 3",5.9,88,"Comedy","Science Fiction","Ozla Productions","United States of America",1993,"10"
"3616",77737763.9564774,7515,"en",5.350423,NA,92,"Released","London",6.1,96,"Drama","Action","Destination Films","United Kingdom",2005,"02"
"3617",2e+06,13075,"en",4.261509,622806,96,"Released","Sherrybaby",6.3,41,"Drama",NA,"Red Envelope Entertainment","United States of America",2006,"09"
"3618",65860003.5621706,335866,"en",6.752141,NA,87,"Released","Circle",6,333,"Horror","Science Fiction","Votiv Films","United States of America",2015,"10"
"3619",60634052.0721116,13510,"en",20.362373,3983997,91,"Released","Eden Lake",6.7,406,"Horror","Thriller","Aramid Entertainment Fund","United Kingdom",2008,"09"
"3620",55197373.2539521,215881,"en",5.099368,NA,98,"Released","Plush",5.4,40,"Thriller",NA,"Blumhouse Productions","United States of America",2013,"09"
"3621",83446840.8618664,18238,"en",6.632891,NA,86,"Released","Lesbian Vampire Killers",5.3,124,"Horror","Comedy","AV Pictures","United Kingdom",2009,"03"
"3622",55328949.9571541,22600,"en",1.717376,NA,120,"Released","Gangster's Paradise: Jerusalema",6.8,16,"Drama","Action","Muti Films","South Africa",2008,"02"
"3623",60597206.2013963,12612,"en",4.922397,NA,99,"Released","Freeze Frame",6.9,18,"Thriller","Drama",NA,"United Kingdom",2004,"05"
"3624",1e+06,50698,"en",13.222268,NA,92,"Released","Grave Encounters",6.1,381,"Thriller","Horror","Darclight","Canada",2011,"09"
"3625",1e+05,115210,"en",7.447714,95000,86,"Released","Stitches",5.5,92,"Horror",NA,"Bórd Scannán na hÉireann","Ireland",2012,"05"
"3626",2e+06,34335,"en",9.68793,NA,98,"Released","Nine Dead",5.2,84,"Crime","Drama","Hartbreak Films","United States of America",2010,"01"
"3627",2,459488,"en",0.050625,NA,NA,"Released","To Be Frank, Sinatra at 100",0,0,"Documentary",NA,"Eyeline Entertainment","United Kingdom",2015,"12"
"3628",2e+06,11302,"en",5.941852,11833696,82,"Released","Bananas",6.7,165,"Comedy",NA,"United Artists","United States of America",1971,"04"
"3629",59902450.1736142,119458,"en",0.174311,NA,103,"Released","Supercapitalist",3.5,2,"Thriller",NA,NA,"United States of America",2012,"08"
"3630",119690875.063333,20406,"en",0.361554,NA,76,"Released","Rockaway",5.8,2,"Action","Adventure","Rockaway the Movie","United States of America",2007,"07"
"3631",2300000,3766,"en",8.055084,NA,87,"Released","The Lady from Shanghai",7.2,102,"Crime","Drama","Columbia Pictures Corporation","United States of America",1947,"12"
"3632",2e+06,18616,"en",4.346271,NA,88,"Released","No Man's Land: The Rise of Reeker",4.4,27,"Horror","Thriller","Institution, The","United States of America",2008,"05"
"3633",1.4e+07,18808,"en",3.419685,NA,97,"Released","Highway",5.6,37,"Action","Adventure","Alex Entertainment Inc.","United States of America",2002,"01"
"3634",2e+06,95755,"en",5.100741,NA,96,"Released","Small Apartments",5.7,50,"Comedy","Crime","Deviant Films","United States of America",2012,"03"
"3635",55384627.5335054,198062,"en",2.253589,NA,87,"Released","Coffee Town",6.7,45,"Comedy",NA,NA,"United States of America",2013,"07"
"3636",78871181.4479785,188652,"en",0.209475,NA,106,"Released","The Ghastly Love of Johnny X",6.6,8,"Comedy","Fantasy",NA,NA,2013,"04"
"3637",38295248.2126735,174311,"en",3.613577,NA,107,"Released","All Is Bright",5.3,36,"Comedy","Drama","Sidney Kimmel Entertainment","United States of America",2013,"09"
"3638",59829232.4654102,12602,"de",1.296784,NA,85,"Released","The Torture Chamber of Dr. Sadism",6.3,12,"Mystery","Horror","Constantin Film Produktion","Germany",1967,"10"
"3639",7e+06,153795,"en",4.50829,NA,88,"Released","Straight A's",5.2,46,"Comedy","Drama","Nu Image Films","United States of America",2013,"01"
"3640",42532501.316843,17768,"en",8.902102,NA,99,"Released","A Funny Thing Happened on the Way to the Forum",6.1,24,"Comedy","Music","United Artists","United Kingdom",1966,"10"
"3641",61000000.0000003,13516,"en",1.619635,NA,102,"Released","Slacker Uprising",5.9,10,"Documentary",NA,NA,"United States of America",2007,"09"
"3642",62032905.3290813,98549,"en",1.002585,NA,108,"Released","The Legend of Hell's Gate: An American Conspiracy",3.9,8,"Action","Adventure","Silver Sail Entertainment","United States of America",2011,"03"
"3643",34589729.5122391,312793,"en",1.332804,NA,90,"Released","The Walking Deceased",4.2,35,"Science Fiction","Comedy","Splendid Film","United States of America",2015,"03"
"3644",2e+06,309919,"en",2.00163,NA,89,"Released","The Curse of Downers Grove",4.4,24,"Thriller","Mystery","Myriad Pictures","United States of America",2015,"08"
"3645",2e+06,299553,"en",1.187764,NA,92,"Released","Shark Lake",4.4,19,"Thriller",NA,"FLF Films","United States of America",2015,"10"
"3646",1.9e+07,21309,"en",6.463806,NA,99,"Released","River's Edge",6.7,59,"Crime","Drama","Hemdale Film","United States of America",1986,"08"
"3647",112197331.967483,32235,"en",1.980265,NA,103,"Released","Northfork",6.7,24,"Fantasy","Drama",NA,"United States of America",2003,"01"
"3648",1950000,329540,"en",3.696123,NA,90,"Released","The Marine 4: Moving Target",5.8,49,"Thriller","Action","WWE Studios","Canada",2015,"04"
"3649",1987650,26388,"en",32.841229,19152480,94,"Released","Buried",6.6,827,"Drama","Thriller","Studio 37","Spain",2010,"09"
"3650",46656999.3748082,49020,"en",8.518866,864659,97,"Released","Submarine",7.4,443,"Drama","Comedy","Film4","United Kingdom",2011,"03"
"3651",46480908.2498848,159037,"ar",4.892203,NA,88,"Released","The Square",7.8,55,"Documentary","Drama","Roast Beef Productions","United Kingdom",2013,"06"
"3652",52262571.2491344,12838,"fr",4.665026,NA,95,"Released","One to Another",5.8,12,"Drama",NA,"Région Provence Côte d'Azur","France",2006,"07"
"3653",56811153.0732132,157293,"hi",1.294967,222000,160,"Released","ABCD (Any Body Can Dance)",5.6,10,"Drama","Music","UTV Motion Pictures","India",2013,"02"
"3654",56492354.3281435,14048,"en",14.331992,2957978,94,"Released","Man on Wire",7.5,275,"Thriller","Documentary","UK Film Council","United Kingdom",2008,"07"
"3655",78262983.526066,356987,"en",3.068463,NA,82,"Released","Abandoned",5.8,27,"Drama","Thriller","Making Movies","New Zealand",2015,"08"
"3656",1900000,295886,"en",1.367751,NA,89,"Post Production","Brotherly Love",6.9,21,"Drama",NA,NA,NA,2015,"04"
"3657",1800000,38358,"en",14.838986,67738090,87,"Released","The Last Exorcism",5.6,328,"Horror","Drama","Strike Entertainment","United States of America",2010,"08"
"3658",80688841.6270949,33511,"en",1.950959,NA,98,"Released","Nowhere Boy",7.2,244,"Drama",NA,"Ecosse Films","Canada",2009,"12"
"3659",1800000,702,"en",14.884756,8e+06,125,"Released","A Streetcar Named Desire",7.6,281,"Drama",NA,"Charles K. Feldman Group","United States of America",1951,"09"
"3660",1800000,935,"en",41.996783,9440272,95,"Released","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",8,1442,"Drama","Comedy","Hawk Films","United Kingdom",1964,"01"
"3661",1800000,542,"es",2.179428,NA,118,"Released","The Crime of Padre Amaro",6.2,36,"Drama","Romance","Instituto Mexicano de Cinematografía","Mexico",2002,"10"
"3662",1800000,84175,"en",12.471239,21107746,93,"Released","Beasts of the Southern Wild",6.8,403,"Drama","Fantasy","Journeyman Pictures","United States of America",2012,"06"
"3663",1700000,1705,"en",13.315383,8844595,93,"Released","Battle for the Planet of the Apes",5.5,215,"Action","Science Fiction","Twentieth Century Fox Film Corporation","United States of America",1973,"06"
"3664",51934534.2835306,62677,"en",3.363321,NA,109,"Released","Songcatcher",5.6,9,"Drama","Music","Rigas Entertainment","United States of America",2001,"03"
"3665",2e+06,50875,"en",1.699101,841733,109,"Post Production","Higher Ground",5.3,14,"Drama","Thriller",NA,"United States of America",2011,"08"
"3666",32243014.4826771,260778,"ta",0.320387,NA,155,"Released","Vaalu",6.7,5,"Comedy","Romance","Nic Arts","India",2015,"08"
"3667",44449832.1636471,58492,"en",0.692497,621951,87,"Released","The Greatest Movie Ever Sold",6.4,88,"Comedy","Documentary","Snoot Entertainment","United States of America",2011,"04"
"3668",57033022.4984199,44562,"en",0.023436,NA,93,"Released","Ed and His Dead Mother",5.5,12,"Comedy",NA,NA,NA,1993,"06"
"3669",68520642.7795205,37232,"en",0.749699,NA,108,"Released","Travellers and Magicians",6.8,9,"Adventure","Drama","Prayer Flag Pictures","Bhutan",2003,"09"
"3670",1800000,4929,"en",11.756943,6800000,114,"Released","Hang 'em High",6.7,192,"Western",NA,"United Artists","United States of America",1968,"07"
"3671",59636823.6331034,36334,"en",0.225627,NA,87,"Released","Deadline - U.S.A.",6.9,17,"Crime","Drama","Twentieth Century Fox Film Corporation","United States of America",1952,"03"
"3672",64581613.6116111,9783,"en",6.833164,NA,113,"Released","Sublime",5.3,33,"Horror","Thriller","Raw Feed","United States of America",2007,"06"
"3673",42496726.5246975,386826,"en",0.060127,NA,87,"Released","A Beginner's Guide to Snuff",0,0,"Thriller","Comedy",NA,NA,2016,"03"
"3674",1800000,205126,"en",1.959405,NA,86,"Released","Independence Daysaster",4.2,22,"Action","Science Fiction","Independence Day Productions","Canada",2013,"06"
"3675",1800000,98557,"en",0.21544,NA,101,"Released","Dysfunctional Friends",5,4,"Comedy","Romance",NA,"United States of America",2012,"02"
"3676",1530000,104,"de",27.36562,7267585,81,"Released","Run Lola Run",7.2,664,"Action","Drama","X-Filme Creative Pool","Germany",1998,"08"
"3677",5e+05,10894,"en",8.650779,150277,93,"Released","May",6.3,152,"Drama","Horror","A Loopy Production LLC","United States of America",2002,"01"
"3678",1493619,246449,"en",2.492747,NA,90,"Released","Against the Wild",4.9,19,"Adventure","Family","Against the Wild Films","Canada",2013,"12"
"3679",58579382.5996295,32579,"es",2.756435,23311391,106,"Released","Under the Same Moon",7,28,"Drama",NA,"The Weinstein Company","Mexico",2008,"03"
"3680",1700000,1688,"en",18.828683,9700000,88,"Released","Conquest of the Planet of the Apes",6.1,236,"Action","Science Fiction","Twentieth Century Fox Film Corporation","United States of America",1972,"06"
"3681",1700000,1999,"en",6.979638,NA,130,"Released","In the Bedroom",6.4,89,"Drama","Thriller","Miramax Films","United States of America",2001,"11"
"3682",2e+06,43947,"en",26.281839,572809,108,"Released","I Spit on Your Grave",6.3,519,"Thriller","Crime","Anchor Bay Films","United States of America",2010,"06"
"3683",1700000,24066,"en",2.079125,1943649,98,"Released","Happy, Texas",5.5,39,"Comedy","Crime","Miramax Films","United States of America",1999,"12"
"3684",42424783.6082096,9709,"en",3.939753,NA,86,"Released","My Summer of Love",6,59,"Drama","Thriller",NA,"United States of America",2004,"08"
"3685",1e+06,191714,"hi",14.017809,4235151,104,"Released","The Lunchbox",7.3,221,"Drama","Romance","UTV Motion Pictures","India",2013,"09"
"3686",34036868.1252167,25312,"en",3.677831,NA,100,"Released","Yes",5.9,7,"Drama","Romance","GreeneStreet Films","United Kingdom",2005,"08"
"3687",1644736,34106,"en",3.426314,7433101,126,"Released","You Can't Take It With You",7.2,79,"Comedy","Romance","Columbia Pictures","United States of America",1938,"08"
"3688",1650000,11426,"en",6.915201,30500000,118,"Released","From Here to Eternity",7.2,133,"War","Drama","Columbia Pictures Corporation","United States of America",1953,"08"
"3689",1600000,13909,"en",8.535178,5400000,103,"Released","She Wore a Yellow Ribbon",7.1,61,"Western",NA,"RKO Radio Pictures","United States of America",1949,"10"
"3690",59594400.5687437,206284,"en",2.160586,NA,102,"Released","Grace Unplugged",6,24,"Drama","Music","Coram Deo Studios","United States of America",2013,"10"
"3691",68637073.9347321,27455,"en",0.796009,6033999,84,"Released","Foolish",6.3,3,"Comedy","Drama","No Limit Films","United States of America",1999,"04"
"3692",55632459.2840842,66468,"en",0.13456,2592808,0,"Released","N-Secure",4.3,4,"Drama","Crime",NA,NA,2010,"10"
"3693",54765559.2445037,7973,"ar",4.554574,NA,96,"Released","Caramel",6.8,52,"Drama","Comedy","Bac Films","Lebanon",2007,"07"
"3694",50759484.9335108,283686,"en",3.215465,NA,92,"Released","Out of the Dark",4.6,55,"Thriller","Horror","Participant Media","Spain",2014,"08"
"3695",48000198.3019658,15976,"he",1.49436,NA,114,"Released","The Bubble",7.6,20,"Drama","Romance","Metro Productions","France",2006,"06"
"3696",1600000,592,"en",20.810292,4420000,113,"Released","The Conversation",7.5,372,"Crime","Drama","Paramount Pictures","United States of America",1974,"04"
"3697",39092181.7203101,74084,"hi",0.122704,NA,0,"Released","Dil Jo Bhi Kahey...",0,0,"Romance",NA,"Entertainment One Pvt. Ltd.","India",2006,"12"
"3698",47644307.4131338,1651,"fr",3.654018,NA,123,"Released","Mississippi Mermaid",6.7,32,"Crime","Drama","Les Films du Carrosse","France",1969,"06"
"3699",70570456.6886444,25428,"en",3.313339,NA,111,"Released","I Love Your Work",6.5,2,"Drama","Mystery",NA,NA,2003,"10"
"3700",72372720.989446,298584,"en",5.379319,NA,99,"Released","Cabin Fever",4.4,111,"Horror",NA,"Armory Films","United States of America",2016,"02"
"3701",2e+06,10758,"en",9.67299,22179430,108,"Released","Waitress",6.7,129,"Comedy",NA,"Night and Day Pictures","United States of America",2007,"05"
"3702",1500000,11690,"en",17.49699,11806119,92,"Released","Bloodsport",6.6,363,"Action",NA,"Cannon Films","United States of America",1988,"02"
"3703",1500000,3083,"en",12.2624,9600000,129,"Released","Mr. Smith Goes to Washington",7.9,241,"Comedy","Drama","Columbia Pictures","United States of America",1939,"10"
"3704",1500000,9344,"en",13.291991,7412216,91,"Released","Kids",6.8,279,"Drama","Crime","Miramax Films","United States of America",1995,"07"
"3705",1500000,10707,"en",13.788054,11098131,81,"Released","The Squid and the Whale",6.9,226,"Comedy","Drama","Destination Films","United States of America",2005,"10"
"3706",1e+06,15647,"en",3.990215,10013424,97,"Released","Kissing Jessica Stein",5.9,48,"Comedy",NA,"Fox Searchlight Pictures","United States of America",2001,"04"
"3707",1.7e+07,308529,"en",6.526588,NA,90,"Released","Kickboxer: Vengeance",4.5,99,"Action","Drama","Radar Pictures","United States of America",2016,"07"
"3708",1500000,4174,"en",11.145915,7e+06,111,"Released","Spellbound",7.3,160,"Drama","Mystery","Selznick International Pictures","United States of America",1945,"12"
"3709",59999999.9999998,20156,"en",5.446832,NA,103,"Released","Exotica",6.5,64,"Drama","Mystery","Miramax Films","Canada",1994,"09"
"3710",1500000,9464,"en",10.009994,2375097,110,"Released","Buffalo '66",7.1,166,"Romance","Comedy",NA,"United States of America",1998,"01"
"3711",1500000,49018,"en",58.594852,97009150,103,"Released","Insidious",6.8,1737,"Horror","Thriller","Alliance Films","United States of America",2010,"09"
"3712",1500000,13820,"en",11.35344,2300000,92,"Released","Repo Man",6.7,144,"Comedy","Crime","Edge City","United States of America",1984,"02"
"3713",1500000,18079,"es",8.589355,NA,114,"Released","Nine Queens",7.4,153,"Crime","Drama","Naya Films S.A.","Argentina",2000,"08"
"3714",52645709.6061675,127918,"en",2.828303,NA,101,"Released","The Gatekeepers",6.5,39,"Documentary",NA,"Les Films du Poisson",NA,2012,"07"
"3715",1500000,17113,"en",3.618646,712294,111,"Released","The Ballad of Jack and Rose",6.5,43,"Drama",NA,"Elevation Filmworks","United States of America",2005,"03"
"3716",1500000,129139,"en",15.017068,3566225,104,"Released","The To Do List",5.5,342,"Comedy","Romance","3 Arts Entertainment","United States of America",2013,"07"
"3717",1500000,507,"en",5.817519,418961,96,"Released","Killing Zoe",6.1,111,"Action","Crime","Live Entertainment","France",1993,"10"
"3718",1500000,4012,"en",9.856826,416925,98,"Released","The Believer",6.8,151,"Drama",NA,"Fuller Films","United States of America",2001,"01"
"3719",90763392.0512934,14054,"en",4.262374,414404,106,"Released","Snow Angels",6.5,48,"Drama","Romance","Crossroads Films","United States of America",2008,"03"
"3720",66914993.1368413,323271,"en",0.06124,NA,93,"Released","Unsullied",3,1,"Thriller","Action",NA,NA,2015,"08"
"3721",1500000,10972,"en",11.064228,373967,100,"Released","Session 9",6.2,251,"Horror","Mystery","October Films","United States of America",2001,"08"
"3722",62889268.6352887,13066,"en",1.742383,NA,80,"Released","I Want Someone to Eat Cheese With",5.7,12,"Comedy","Romance",NA,"United States of America",2006,"01"
"3723",70031196.1806327,66025,"en",0.414754,330048,95,"Released","Mooz-lum",4.5,3,"Drama",NA,NA,"United States of America",2011,"02"
"3724",53448432.1465393,11908,"en",12.677016,NA,83,"Released","Hatchet",5.7,159,"Comedy","Horror","ArieScope Pictures","United States of America",2006,"04"
"3725",1,3082,"en",28.27648,8500000,87,"Released","Modern Times",8.1,856,"Drama","Comedy","United Artists","United States of America",1936,"02"
"3726",58516821.2914206,39541,"en",0.87066,NA,91,"Released","Stolen Summer",6.4,9,"Drama","Family",NA,NA,2002,"03"
"3727",1500000,1961,"en",7.5591,173066,86,"Released","My Name Is Bruce",5.9,107,"Comedy","Horror","Dark Horse Entertainment","United States of America",2007,"10"
"3728",1500000,51820,"en",2.02817,NA,0,"Released","The Salon",3.5,1,"Comedy",NA,NA,NA,2005,"01"
"3729",1500000,291362,"en",0.859014,NA,97,"Released","Road Hard",6.6,8,"Comedy",NA,"Sontalia","United States of America",2015,"03"
"3730",1500000,30082,"en",0.071377,NA,108,"Released","Forty Shades of Blue",6,2,"Drama","Romance","Charlie Guidance","United States of America",2005,"12"
"3731",1200000,72913,"en",0.193172,NA,128,"Released","Amigo",6,2,"Drama","History","Anarchist's Convention Films","United States of America",2010,"07"
"3732",1500000,23963,"en",4.680206,32000,93,"Released","Pontypool",6.6,183,"Horror","Mystery","Ponty Up Pictures","Canada",2009,"03"
"3733",2e+06,29406,"en",1.20173,NA,90,"Released","Trucker",6.8,16,"Drama",NA,"Plum Pictures","United States of America",2008,"04"
